ID;Emissiebronnen;EmissiesNaarLucht;Perioden;EmissiesNaarLucht_1
4436;328100;A051771;2010JJ00;1.3
4437;328100;A051771;2011JJ00;1.4
4438;328100;A051771;2012JJ00;0.8
4439;328100;A051771;2013JJ00;0.8
4440;328100;A051771;2014JJ00;0.8
4441;328100;A051771;2015JJ00;0.9
4442;328100;A051771;2016JJ00;0.9
4443;328100;A051771;2017JJ00;0.9
4444;328100;A051771;2018JJ00;0.8
4445;328100;A051771;2019JJ00;0.9
4446;328100;A051771;2020JJ00;0.7
4447;328100;A051771;2021JJ00;0.7
4448;328100;A051771;2022JJ00;0.6
4449;328100;A051771;2023JJ00;0.5
4450;328100;A051771;2024JJ00;0.5
4451;328100;A051771;2025JJ00;0.5
4452;328100;A044108;1990JJ00;225.3
4453;328100;A044108;1995JJ00;148.7
4454;328100;A044108;2000JJ00;106.1
4455;328100;A044108;2001JJ00;102.2
4456;328100;A044108;2002JJ00;95.4
4457;328100;A044108;2003JJ00;106.1
4458;328100;A044108;2004JJ00;125.0
4459;328100;A044108;2005JJ00;115.3
4460;328100;A044108;2006JJ00;125.1
4461;328100;A044108;2007JJ00;117.4
4462;328100;A044108;2008JJ00;122.0
4463;328100;A044108;2009JJ00;73.7
4464;328100;A044108;2010JJ00;95.3
4465;328100;A044108;2011JJ00;80.4
4466;328100;A044108;2012JJ00;75.7
4467;328100;A044108;2013JJ00;67.2
4468;328100;A044108;2014JJ00;67.7
4469;328100;A044108;2015JJ00;71.2
4470;328100;A044108;2016JJ00;68.6
4471;328100;A044108;2017JJ00;62.6
4472;328100;A044108;2018JJ00;66.7
4473;328100;A044108;2019JJ00;67.0
4474;328100;A044108;2020JJ00;60.6
4475;328100;A044108;2021JJ00;55.8
4476;328100;A044108;2022JJ00;60.5
4477;328100;A044108;2023JJ00;49.4
4478;328100;A044108;2024JJ00;60.4
4479;328100;A044108;2025JJ00;60.3
4480;800049;A044109;1990JJ00;1000.0
4481;800049;A044109;1995JJ00;1000.0
4482;800049;A044109;2000JJ00;1000.0
4483;800049;A044109;2001JJ00;1000.0
4484;800049;A044109;2002JJ00;1000.0
4485;800049;A044109;2003JJ00;900.0
4486;800049;A044109;2004JJ00;900.0
4487;800049;A044109;2005JJ00;900.0
4488;800049;A044109;2006JJ00;800.0
4489;800049;A044109;2007JJ00;800.0
4490;800049;A044109;2008JJ00;800.0
4491;800049;A044109;2009JJ00;800.0
4492;800049;A044109;2010JJ00;900.0
4493;800049;A044109;2011JJ00;700.0
4494;800049;A044109;2012JJ00;700.0
4495;800049;A044109;2013JJ00;700.0
4496;800049;A044109;2014JJ00;600.0
4497;800049;A044109;2015JJ00;600.0
4498;800049;A044109;2016JJ00;600.0
4499;800049;A044109;2017JJ00;600.0
4500;800049;A044109;2018JJ00;600.0
4501;800049;A044109;2019JJ00;600.0
4502;800049;A044109;2020JJ00;500.0
4503;800049;A044109;2021JJ00;600.0
4504;800049;A044109;2022JJ00;400.0
4505;800049;A044109;2023JJ00;400.0
4506;800049;A044109;2024JJ00;400.0
4507;800049;A044109;2025JJ00;400.0
4592;800049;A044112;1990JJ00;3.7
4593;800049;A044112;1995JJ00;1.2
4594;800049;A044112;2000JJ00;0.7
4595;800049;A044112;2001JJ00;0.8
4596;800049;A044112;2002JJ00;0.9
4597;800049;A044112;2003JJ00;0.5
4598;800049;A044112;2004JJ00;0.6
4599;800049;A044112;2005JJ00;0.6
4600;800049;A044112;2006JJ00;0.6
4601;800049;A044112;2007JJ00;0.6
4602;800049;A044112;2008JJ00;0.6
4603;800049;A044112;2009JJ00;0.7
4604;800049;A044112;2010JJ00;0.8
4605;800049;A044112;2011JJ00;1.1
4606;800049;A044112;2012JJ00;1.0
4607;800049;A044112;2013JJ00;0.9
4608;800049;A044112;2014JJ00;0.7
4609;800049;A044112;2015JJ00;0.8
4610;800049;A044112;2016JJ00;0.8
4611;800049;A044112;2017JJ00;0.8
4612;800049;A044112;2018JJ00;0.7
4613;800049;A044112;2019JJ00;0.8
4614;800049;A044112;2020JJ00;0.6
4615;800049;A044112;2021JJ00;0.5
4616;800049;A044112;2022JJ00;0.3
4617;800049;A044112;2023JJ00;0.3
4618;800049;A044112;2024JJ00;0.3
4619;800049;A044112;2025JJ00;0.3
4620;800049;A044114;1990JJ00;3.4
4621;800049;A044114;1995JJ00;0.4
4622;800049;A044114;2000JJ00;0.0
4623;800049;A044114;2001JJ00;0.3
4624;800049;A044114;2002JJ00;0.0
4625;800049;A044114;2003JJ00;0.0
4626;800049;A044114;2004JJ00;0.4
4627;800049;A044114;2005JJ00;0.3
4628;800049;A044114;2006JJ00;0.3
4629;800049;A044114;2007JJ00;0.3
4630;800049;A044114;2008JJ00;0.5
4631;800049;A044114;2009JJ00;0.4
4632;800049;A044114;2010JJ00;0.5
4633;800049;A044114;2011JJ00;0.6
4634;800049;A044114;2012JJ00;0.5
4635;800049;A044114;2013JJ00;0.8
4636;800049;A044114;2014JJ00;0.8
4637;800049;A044114;2015JJ00;0.8
4638;800049;A044114;2016JJ00;0.8
4639;800049;A044114;2017JJ00;0.8
4640;800049;A044114;2018JJ00;0.8
4641;800049;A044114;2019JJ00;0.7
4642;800049;A044114;2020JJ00;0.5
4643;800049;A044114;2021JJ00;0.4
4644;800049;A044114;2022JJ00;0.0
4645;800049;A044114;2023JJ00;0.0
4646;800049;A044114;2024JJ00;0.0
4647;800049;A044114;2025JJ00;0.0
4676;800049;A044113;1990JJ00;2.1
4677;800049;A044113;1995JJ00;0.7
4678;800049;A044113;2000JJ00;0.7
4679;800049;A044113;2001JJ00;0.7
4680;800049;A044113;2002JJ00;0.6
4681;800049;A044113;2003JJ00;0.6
4682;800049;A044113;2004JJ00;0.6
4683;800049;A044113;2005JJ00;0.5
4684;800049;A044113;2006JJ00;0.5
4685;800049;A044113;2007JJ00;0.5
4686;800049;A044113;2008JJ00;0.6
4687;800049;A044113;2009JJ00;0.5
4688;800049;A044113;2010JJ00;0.6
4689;800049;A044113;2011JJ00;0.5
4690;800049;A044113;2012JJ00;0.5
4691;800049;A044113;2013JJ00;0.5
4692;800049;A044113;2014JJ00;0.5
4693;800049;A044113;2015JJ00;0.5
4694;800049;A044113;2016JJ00;0.5
4695;800049;A044113;2017JJ00;0.6
4696;800049;A044113;2018JJ00;0.5
4697;800049;A044113;2019JJ00;0.5
4698;800049;A044113;2020JJ00;0.5
4699;800049;A044113;2021JJ00;0.5
4700;800049;A044113;2022JJ00;0.5
4701;800049;A044113;2023JJ00;0.5
4702;800049;A044113;2024JJ00;0.4
4703;800049;A044113;2025JJ00;0.4
4704;800049;A051771;1990JJ00;0.8
4705;800049;A051771;1995JJ00;0.3
4706;800049;A051771;2000JJ00;0.2
4707;800049;A051771;2001JJ00;0.2
4708;800049;A051771;2002JJ00;0.2
4709;800049;A051771;2003JJ00;0.2
4710;800049;A051771;2004JJ00;0.2
4711;800049;A051771;2005JJ00;0.2
4712;800049;A051771;2006JJ00;0.2
4713;800049;A051771;2007JJ00;0.2
4714;800049;A051771;2008JJ00;0.2
4715;800049;A051771;2009JJ00;0.2
4716;800049;A051771;2010JJ00;0.1
4717;800049;A051771;2011JJ00;0.2
4718;800049;A051771;2012JJ00;0.2
4719;800049;A051771;2013JJ00;0.2
4720;800049;A051771;2014JJ00;0.2
4721;800049;A051771;2015JJ00;0.2
4722;800049;A051771;2016JJ00;0.2
4723;800049;A051771;2017JJ00;0.2
4724;800049;A051771;2018JJ00;0.2
4725;800049;A051771;2019JJ00;0.2
4726;800049;A051771;2020JJ00;0.2
4727;800049;A051771;2021JJ00;0.2
4728;800049;A051771;2022JJ00;0.2
4729;800049;A051771;2023JJ00;0.2
4730;800049;A051771;2024JJ00;0.2
4731;800049;A051771;2025JJ00;0.2
4732;800049;A044108;1990JJ00;4.3
4733;800049;A044108;1995JJ00;0.5
4734;800049;A044108;2000JJ00;0.5
4735;800049;A044108;2001JJ00;2.6
4736;800049;A044108;2002JJ00;0.7
4737;800049;A044108;2003JJ00;0.6
4738;800049;A044108;2004JJ00;2.5
4739;800049;A044108;2005JJ00;3.2
4740;800049;A044108;2006JJ00;2.5
4741;800049;A044108;2007JJ00;2.1
4742;800049;A044108;2008JJ00;2.6
4743;800049;A044108;2009JJ00;2.5
4744;800049;A044108;2010JJ00;2.6
4745;800049;A044108;2011JJ00;2.4
4746;800049;A044108;2012JJ00;0.4
4747;800049;A044108;2013JJ00;0.3
4748;800049;A044108;2014JJ00;0.4
4749;800049;A044108;2015JJ00;0.3
4750;800049;A044108;2016JJ00;0.3
4751;800049;A044108;2017JJ00;0.3
4752;800049;A044108;2018JJ00;0.3
4753;800049;A044108;2019JJ00;0.3
4754;800049;A044108;2020JJ00;0.3
4755;800049;A044108;2021JJ00;0.3
4756;800049;A044108;2022JJ00;0.3
4757;800049;A044108;2023JJ00;0.3
4758;800049;A044108;2024JJ00;0.3
4759;800049;A044108;2025JJ00;0.3
4760;339205;A044109;1990JJ00;200.0
4761;339205;A044109;1995JJ00;200.0
4762;339205;A044109;2000JJ00;200.0
4763;339205;A044109;2001JJ00;200.0
4764;339205;A044109;2002JJ00;200.0
4765;339205;A044109;2003JJ00;200.0
4766;339205;A044109;2004JJ00;200.0
4767;339205;A044109;2005JJ00;100.0
4768;339205;A044109;2006JJ00;100.0
4769;339205;A044109;2007JJ00;100.0
4770;339205;A044109;2008JJ00;100.0
4771;339205;A044109;2009JJ00;100.0
4772;339205;A044109;2010JJ00;200.0
4773;339205;A044109;2011JJ00;100.0
4774;339205;A044109;2012JJ00;100.0
4775;339205;A044109;2013JJ00;100.0
4776;339205;A044109;2014JJ00;100.0
4777;339205;A044109;2015JJ00;100.0
4778;339205;A044109;2016JJ00;100.0
4779;339205;A044109;2017JJ00;100.0
4780;339205;A044109;2018JJ00;100.0
4781;339205;A044109;2019JJ00;100.0
4782;339205;A044109;2020JJ00;100.0
4783;339205;A044109;2021JJ00;100.0
4784;339205;A044109;2022JJ00;100.0
4785;339205;A044109;2023JJ00;100.0
4786;339205;A044109;2024JJ00;100.0
4787;339205;A044109;2025JJ00;100.0
4872;339205;A044112;1990JJ00;0.4
4873;339205;A044112;1995JJ00;0.4
4874;339205;A044112;2000JJ00;0.1
4875;339205;A044112;2001JJ00;0.1
4876;339205;A044112;2002JJ00;0.1
4877;339205;A044112;2003JJ00;0.1
4878;339205;A044112;2004JJ00;0.1
4879;339205;A044112;2005JJ00;0.1
4880;339205;A044112;2006JJ00;0.1
4881;339205;A044112;2007JJ00;0.1
4882;339205;A044112;2008JJ00;0.1
4883;339205;A044112;2009JJ00;0.1
4884;339205;A044112;2010JJ00;0.1
4885;339205;A044112;2011JJ00;0.1
4886;339205;A044112;2012JJ00;0.1
4887;339205;A044112;2013JJ00;0.1
4888;339205;A044112;2014JJ00;0.1
4889;339205;A044112;2015JJ00;0.1
4890;339205;A044112;2016JJ00;0.1
4891;339205;A044112;2017JJ00;0.1
4892;339205;A044112;2018JJ00;0.1
4893;339205;A044112;2019JJ00;0.1
4894;339205;A044112;2020JJ00;0.1
4895;339205;A044112;2021JJ00;0.1
4896;339205;A044112;2022JJ00;0.1
4897;339205;A044112;2023JJ00;0.1
4898;339205;A044112;2024JJ00;0.1
4899;339205;A044112;2025JJ00;0.1
4900;339205;A044114;1990JJ00;0.0
4901;339205;A044114;1995JJ00;0.0
4902;339205;A044114;2000JJ00;0.0
4903;339205;A044114;2001JJ00;0.0
4904;339205;A044114;2002JJ00;0.0
4905;339205;A044114;2003JJ00;0.0
4906;339205;A044114;2004JJ00;0.0
4907;339205;A044114;2005JJ00;0.0
4908;339205;A044114;2006JJ00;0.0
4909;339205;A044114;2007JJ00;0.0
4910;339205;A044114;2008JJ00;0.0
4911;339205;A044114;2009JJ00;0.0
4912;339205;A044114;2010JJ00;0.0
4913;339205;A044114;2011JJ00;0.0
4914;339205;A044114;2012JJ00;0.0
4915;339205;A044114;2013JJ00;0.0
4916;339205;A044114;2014JJ00;0.0
4917;339205;A044114;2015JJ00;0.0
4918;339205;A044114;2016JJ00;0.0
4919;339205;A044114;2017JJ00;0.0
4920;339205;A044114;2018JJ00;0.0
4921;339205;A044114;2019JJ00;0.0
4922;339205;A044114;2020JJ00;0.0
4923;339205;A044114;2021JJ00;0.0
4924;339205;A044114;2022JJ00;0.0
4925;339205;A044114;2023JJ00;0.0
4926;339205;A044114;2024JJ00;0.0
4927;339205;A044114;2025JJ00;0.0
4956;339205;A044113;1990JJ00;0.6
4957;339205;A044113;1995JJ00;0.0
4958;339205;A044113;2000JJ00;0.0
4959;339205;A044113;2001JJ00;0.0
4960;339205;A044113;2002JJ00;0.0
4961;339205;A044113;2003JJ00;0.0
4962;339205;A044113;2004JJ00;0.0
4963;339205;A044113;2005JJ00;0.0
4964;339205;A044113;2006JJ00;0.0
4965;339205;A044113;2007JJ00;0.0
4966;339205;A044113;2008JJ00;0.0
4967;339205;A044113;2009JJ00;0.0
4968;339205;A044113;2010JJ00;0.0
4969;339205;A044113;2011JJ00;0.0
4970;339205;A044113;2012JJ00;0.0
4971;339205;A044113;2013JJ00;0.0
4972;339205;A044113;2014JJ00;0.0
4973;339205;A044113;2015JJ00;0.0
4974;339205;A044113;2016JJ00;0.0
4975;339205;A044113;2017JJ00;0.0
4976;339205;A044113;2018JJ00;0.0
4977;339205;A044113;2019JJ00;0.0
4978;339205;A044113;2020JJ00;0.0
4979;339205;A044113;2021JJ00;0.0
4980;339205;A044113;2022JJ00;0.0
4981;339205;A044113;2023JJ00;0.0
4982;339205;A044113;2024JJ00;0.0
4983;339205;A044113;2025JJ00;0.0
4984;339205;A051771;1990JJ00;0.3
4985;339205;A051771;1995JJ00;0.0
4986;339205;A051771;2000JJ00;0.0
4987;339205;A051771;2001JJ00;0.0
4988;339205;A051771;2002JJ00;0.0
4989;339205;A051771;2003JJ00;0.0
4990;339205;A051771;2004JJ00;0.0
4991;339205;A051771;2005JJ00;0.0
4992;339205;A051771;2006JJ00;0.0
4993;339205;A051771;2007JJ00;0.0
4994;339205;A051771;2008JJ00;0.0
4995;339205;A051771;2009JJ00;0.0
4996;339205;A051771;2010JJ00;0.0
4997;339205;A051771;2011JJ00;0.0
4998;339205;A051771;2012JJ00;0.0
4999;339205;A051771;2013JJ00;0.0
5000;339205;A051771;2014JJ00;0.0
5001;339205;A051771;2015JJ00;0.0
5002;339205;A051771;2016JJ00;0.0
5003;339205;A051771;2017JJ00;0.0
5004;339205;A051771;2018JJ00;0.0
5005;339205;A051771;2019JJ00;0.0
5006;339205;A051771;2020JJ00;0.0
5007;339205;A051771;2021JJ00;0.0
5008;339205;A051771;2022JJ00;0.0
5009;339205;A051771;2023JJ00;0.0
5010;339205;A051771;2024JJ00;0.0
5011;339205;A051771;2025JJ00;0.0
5012;339205;A044108;1990JJ00;0.9
5013;339205;A044108;1995JJ00;0.7
5014;339205;A044108;2000JJ00;0.2
5015;339205;A044108;2001JJ00;0.1
5016;339205;A044108;2002JJ00;0.2
5017;339205;A044108;2003JJ00;0.2
5018;339205;A044108;2004JJ00;0.2
5019;339205;A044108;2005JJ00;0.2
5020;339205;A044108;2006JJ00;0.1
5021;339205;A044108;2007JJ00;0.1
5022;339205;A044108;2008JJ00;0.1
5023;339205;A044108;2009JJ00;0.1
5024;339205;A044108;2010JJ00;0.1
5025;339205;A044108;2011JJ00;0.1
5026;339205;A044108;2012JJ00;0.1
5027;339205;A044108;2013JJ00;0.1
5028;339205;A044108;2014JJ00;0.1
5029;339205;A044108;2015JJ00;0.1
5030;339205;A044108;2016JJ00;0.1
5031;339205;A044108;2017JJ00;0.2
5032;339205;A044108;2018JJ00;0.2
5033;339205;A044108;2019JJ00;0.1
5034;339205;A044108;2020JJ00;0.1
5035;339205;A044108;2021JJ00;0.1
5036;339205;A044108;2022JJ00;0.1
5037;339205;A044108;2023JJ00;0.1
5038;339205;A044108;2024JJ00;0.1
5039;339205;A044108;2025JJ00;0.1
5040;800050;A044109;1990JJ00;500.0
5041;800050;A044109;1995JJ00;700.0
5042;800050;A044109;2000JJ00;700.0
5043;800050;A044109;2001JJ00;700.0
5044;800050;A044109;2002JJ00;800.0
5045;800050;A044109;2003JJ00;800.0
5046;800050;A044109;2004JJ00;900.0
5047;800050;A044109;2005JJ00;900.0
5048;800050;A044109;2006JJ00;1000.0
5049;800050;A044109;2007JJ00;1000.0
5050;800050;A044109;2008JJ00;1600.0
5051;800050;A044109;2009JJ00;1700.0
5052;800050;A044109;2010JJ00;1600.0
5053;800050;A044109;2011JJ00;1500.0
5054;800050;A044109;2012JJ00;1600.0
5055;800050;A044109;2013JJ00;1500.0
5056;800050;A044109;2014JJ00;1400.0
5057;800050;A044109;2015JJ00;1700.0
5058;800050;A044109;2016JJ00;1800.0
5059;800050;A044109;2017JJ00;2000.0
5060;800050;A044109;2018JJ00;2000.0
5061;800050;A044109;2019JJ00;1900.0
5062;800050;A044109;2020JJ00;1900.0
5063;800050;A044109;2021JJ00;2200.0
5064;800050;A044109;2022JJ00;2100.0
5065;800050;A044109;2023JJ00;1700.0
5066;800050;A044109;2024JJ00;1700.0
5067;800050;A044109;2025JJ00;1700.0
5152;800050;A044112;1990JJ00;0.2
5153;800050;A044112;1995JJ00;0.7
5154;800050;A044112;2000JJ00;0.3
5155;800050;A044112;2001JJ00;0.4
5156;800050;A044112;2002JJ00;0.3
5157;800050;A044112;2003JJ00;0.3
5158;800050;A044112;2004JJ00;0.3
5159;800050;A044112;2005JJ00;0.3
5160;800050;A044112;2006JJ00;0.7
5161;800050;A044112;2007JJ00;0.3
5162;800050;A044112;2008JJ00;0.3
5163;800050;A044112;2009JJ00;0.2
5164;800050;A044112;2010JJ00;0.2
5165;800050;A044112;2011JJ00;0.2
5166;800050;A044112;2012JJ00;0.2
5167;800050;A044112;2013JJ00;0.2
5168;800050;A044112;2014JJ00;0.2
5169;800050;A044112;2015JJ00;0.2
5170;800050;A044112;2016JJ00;0.2
5171;800050;A044112;2017JJ00;0.2
5172;800050;A044112;2018JJ00;0.2
5173;800050;A044112;2019JJ00;0.2
5174;800050;A044112;2020JJ00;0.2
5175;800050;A044112;2021JJ00;0.2
5176;800050;A044112;2022JJ00;0.2
5177;800050;A044112;2023JJ00;0.1
5178;800050;A044112;2024JJ00;0.2
5179;800050;A044112;2025JJ00;0.2
5180;800050;A044114;1990JJ00;0.1
5181;800050;A044114;1995JJ00;0.1
5182;800050;A044114;2000JJ00;0.0
5183;800050;A044114;2001JJ00;0.0
5184;800050;A044114;2002JJ00;0.0
5185;800050;A044114;2003JJ00;0.0
5186;800050;A044114;2004JJ00;0.0
5187;800050;A044114;2005JJ00;0.0
5188;800050;A044114;2006JJ00;0.0
5189;800050;A044114;2007JJ00;0.0
5190;800050;A044114;2008JJ00;0.0
5191;800050;A044114;2009JJ00;0.0
5192;800050;A044114;2010JJ00;0.0
5193;800050;A044114;2011JJ00;0.0
5194;800050;A044114;2012JJ00;0.0
5195;800050;A044114;2013JJ00;0.0
5196;800050;A044114;2014JJ00;0.0
5197;800050;A044114;2015JJ00;0.0
5198;800050;A044114;2016JJ00;0.0
5199;800050;A044114;2017JJ00;0.0
5200;800050;A044114;2018JJ00;0.0
5201;800050;A044114;2019JJ00;0.0
5202;800050;A044114;2020JJ00;0.0
5203;800050;A044114;2021JJ00;0.0
5204;800050;A044114;2022JJ00;0.0
5205;800050;A044114;2023JJ00;0.0
5206;800050;A044114;2024JJ00;0.0
5207;800050;A044114;2025JJ00;0.0
5236;800050;A044113;1990JJ00;0.2
5237;800050;A044113;1995JJ00;0.1
5238;800050;A044113;2000JJ00;0.1
5239;800050;A044113;2001JJ00;0.1
5240;800050;A044113;2002JJ00;0.1
5241;800050;A044113;2003JJ00;0.1
5242;800050;A044113;2004JJ00;0.1
5243;800050;A044113;2005JJ00;0.1
5244;800050;A044113;2006JJ00;0.1
5245;800050;A044113;2007JJ00;0.1
5246;800050;A044113;2008JJ00;0.1
5247;800050;A044113;2009JJ00;0.1
5248;800050;A044113;2010JJ00;0.1
5249;800050;A044113;2011JJ00;0.1
5250;800050;A044113;2012JJ00;0.1
5251;800050;A044113;2013JJ00;0.1
5252;800050;A044113;2014JJ00;0.1
5253;800050;A044113;2015JJ00;0.1
5254;800050;A044113;2016JJ00;0.1
5255;800050;A044113;2017JJ00;0.1
5256;800050;A044113;2018JJ00;0.1
5257;800050;A044113;2019JJ00;0.1
5258;800050;A044113;2020JJ00;0.1
5259;800050;A044113;2021JJ00;0.1
5260;800050;A044113;2022JJ00;0.1
5261;800050;A044113;2023JJ00;0.1
5262;800050;A044113;2024JJ00;0.1
5263;800050;A044113;2025JJ00;0.1
5264;800050;A051771;1990JJ00;0.1
5265;800050;A051771;1995JJ00;0.1
5266;800050;A051771;2000JJ00;0.1
5267;800050;A051771;2001JJ00;0.1
5268;800050;A051771;2002JJ00;0.1
5269;800050;A051771;2003JJ00;0.1
5270;800050;A051771;2004JJ00;0.1
5271;800050;A051771;2005JJ00;0.1
5272;800050;A051771;2006JJ00;0.1
5273;800050;A051771;2007JJ00;0.1
5274;800050;A051771;2008JJ00;0.1
5275;800050;A051771;2009JJ00;0.1
5276;800050;A051771;2010JJ00;0.1
5277;800050;A051771;2011JJ00;0.1
5278;800050;A051771;2012JJ00;0.1
5279;800050;A051771;2013JJ00;0.1
5280;800050;A051771;2014JJ00;0.0
5281;800050;A051771;2015JJ00;0.0
5282;800050;A051771;2016JJ00;0.0
5283;800050;A051771;2017JJ00;0.0
5284;800050;A051771;2018JJ00;0.0
5285;800050;A051771;2019JJ00;0.0
5286;800050;A051771;2020JJ00;0.0
5287;800050;A051771;2021JJ00;0.0
5288;800050;A051771;2022JJ00;0.0
5289;800050;A051771;2023JJ00;0.0
5290;800050;A051771;2024JJ00;0.0
5291;800050;A051771;2025JJ00;0.0
5292;800050;A044108;1990JJ00;0.1
5293;800050;A044108;1995JJ00;0.4
5294;800050;A044108;2000JJ00;0.2
5295;800050;A044108;2001JJ00;0.2
5296;800050;A044108;2002JJ00;0.4
5297;800050;A044108;2003JJ00;0.2
5298;800050;A044108;2004JJ00;0.3
5299;800050;A044108;2005JJ00;0.3
5300;800050;A044108;2006JJ00;0.3
5301;800050;A044108;2007JJ00;0.2
5302;800050;A044108;2008JJ00;0.2
5303;800050;A044108;2009JJ00;0.2
5304;800050;A044108;2010JJ00;0.2
5305;800050;A044108;2011JJ00;0.2
5306;800050;A044108;2012JJ00;0.2
5307;800050;A044108;2013JJ00;0.2
5308;800050;A044108;2014JJ00;0.2
5309;800050;A044108;2015JJ00;0.2
5310;800050;A044108;2016JJ00;0.2
5311;800050;A044108;2017JJ00;0.2
5312;800050;A044108;2018JJ00;0.2
5313;800050;A044108;2019JJ00;0.2
5314;800050;A044108;2020JJ00;0.2
5315;800050;A044108;2021JJ00;0.2
5316;800050;A044108;2022JJ00;0.1
5317;800050;A044108;2023JJ00;0.1
5318;800050;A044108;2024JJ00;0.1
5319;800050;A044108;2025JJ00;0.1
5320;350000;A044109;1990JJ00;500.0
5321;350000;A044109;1995JJ00;700.0
5322;350000;A044109;2000JJ00;700.0
5323;350000;A044109;2001JJ00;800.0
5324;350000;A044109;2002JJ00;800.0
5325;350000;A044109;2003JJ00;900.0
5326;350000;A044109;2004JJ00;800.0
5327;350000;A044109;2005JJ00;800.0
5328;350000;A044109;2006JJ00;800.0
5329;350000;A044109;2007JJ00;800.0
5330;350000;A044109;2008JJ00;800.0
5331;350000;A044109;2009JJ00;700.0
5332;350000;A044109;2010JJ00;800.0
5333;350000;A044109;2011JJ00;800.0
5334;350000;A044109;2012JJ00;800.0
5335;350000;A044109;2013JJ00;800.0
5336;350000;A044109;2014JJ00;700.0
5337;350000;A044109;2015JJ00;600.0
5338;350000;A044109;2016JJ00;600.0
5339;350000;A044109;2017JJ00;700.0
5340;350000;A044109;2018JJ00;700.0
5341;350000;A044109;2019JJ00;600.0
5342;350000;A044109;2020JJ00;500.0
5343;350000;A044109;2021JJ00;500.0
5344;350000;A044109;2022JJ00;500.0
5345;350000;A044109;2023JJ00;500.0
5346;350000;A044109;2024JJ00;500.0
5347;350000;A044109;2025JJ00;400.0
5432;350000;A044112;1990JJ00;0.5
5433;350000;A044112;1995JJ00;0.5
5434;350000;A044112;2000JJ00;1.2
5435;350000;A044112;2001JJ00;1.1
5436;350000;A044112;2002JJ00;0.9
5437;350000;A044112;2003JJ00;0.9
5438;350000;A044112;2004JJ00;0.8
5439;350000;A044112;2005JJ00;0.9
5440;350000;A044112;2006JJ00;0.8
5441;350000;A044112;2007JJ00;0.9
5442;350000;A044112;2008JJ00;0.8
5443;350000;A044112;2009JJ00;0.5
5444;350000;A044112;2010JJ00;0.7
5445;350000;A044112;2011JJ00;0.7
5446;350000;A044112;2012JJ00;0.7
5447;350000;A044112;2013JJ00;0.6
5448;350000;A044112;2014JJ00;0.6
5449;350000;A044112;2015JJ00;0.6
5450;350000;A044112;2016JJ00;0.5
5451;350000;A044112;2017JJ00;0.5
5452;350000;A044112;2018JJ00;0.4
5453;350000;A044112;2019JJ00;0.5
5454;350000;A044112;2020JJ00;0.4
5455;350000;A044112;2021JJ00;0.5
5456;350000;A044112;2022JJ00;0.5
5457;350000;A044112;2023JJ00;0.3
5458;350000;A044112;2024JJ00;0.4
5459;350000;A044112;2025JJ00;0.4
5460;350000;A044114;1990JJ00;0.6
5461;350000;A044114;1995JJ00;0.5
5462;350000;A044114;2000JJ00;0.7
5463;350000;A044114;2001JJ00;0.4
5464;350000;A044114;2002JJ00;0.6
5465;350000;A044114;2003JJ00;0.1
5466;350000;A044114;2004JJ00;0.2
5467;350000;A044114;2005JJ00;0.1
5468;350000;A044114;2006JJ00;0.2
5469;350000;A044114;2007JJ00;0.1
5470;350000;A044114;2008JJ00;0.1
5471;350000;A044114;2009JJ00;0.1
5472;350000;A044114;2010JJ00;0.1
5473;350000;A044114;2011JJ00;0.1
5474;350000;A044114;2012JJ00;0.1
5475;350000;A044114;2013JJ00;0.1
5476;350000;A044114;2014JJ00;0.1
5477;350000;A044114;2015JJ00;0.1
5478;350000;A044114;2016JJ00;0.1
5479;350000;A044114;2017JJ00;0.1
5480;350000;A044114;2018JJ00;0.0
5481;350000;A044114;2019JJ00;0.0
5482;350000;A044114;2020JJ00;0.0
5483;350000;A044114;2021JJ00;0.0
5484;350000;A044114;2022JJ00;0.0
5485;350000;A044114;2023JJ00;0.0
5486;350000;A044114;2024JJ00;0.0
5487;350000;A044114;2025JJ00;0.0
5516;350000;A044113;1990JJ00;1.0
5517;350000;A044113;1995JJ00;1.1
5518;350000;A044113;2000JJ00;1.4
5519;350000;A044113;2001JJ00;1.5
5520;350000;A044113;2002JJ00;1.4
5521;350000;A044113;2003JJ00;1.4
5522;350000;A044113;2004JJ00;1.2
5523;350000;A044113;2005JJ00;1.2
5524;350000;A044113;2006JJ00;1.3
5525;350000;A044113;2007JJ00;1.4
5526;350000;A044113;2008JJ00;1.4
5527;350000;A044113;2009JJ00;1.3
5528;350000;A044113;2010JJ00;1.2
5529;350000;A044113;2011JJ00;1.1
5530;350000;A044113;2012JJ00;1.1
5531;350000;A044113;2013JJ00;1.1
5532;350000;A044113;2014JJ00;1.1
5533;350000;A044113;2015JJ00;1.2
5534;350000;A044113;2016JJ00;1.2
5535;350000;A044113;2017JJ00;1.2
5536;350000;A044113;2018JJ00;1.2
5537;350000;A044113;2019JJ00;1.2
5538;350000;A044113;2020JJ00;1.2
5539;350000;A044113;2021JJ00;1.3
5540;350000;A044113;2022JJ00;1.5
5541;350000;A044113;2023JJ00;1.5
5542;350000;A044113;2024JJ00;1.7
5543;350000;A044113;2025JJ00;1.8
5544;350000;A051771;1990JJ00;0.4
5545;350000;A051771;1995JJ00;0.4
5546;350000;A051771;2000JJ00;0.5
