ID;Emissiebronnen;EmissiesNaarLucht;Perioden;EmissiesNaarLucht_1
2217;307610;A044108;2003JJ00;3.6
2218;307610;A044108;2004JJ00;5.8
2219;307610;A044108;2005JJ00;6.1
2220;307610;A044108;2006JJ00;5.0
2221;307610;A044108;2007JJ00;5.4
2222;307610;A044108;2008JJ00;5.2
2223;307610;A044108;2009JJ00;4.8
2224;307610;A044108;2010JJ00;4.7
2225;307610;A044108;2011JJ00;4.8
2226;307610;A044108;2012JJ00;4.3
2227;307610;A044108;2013JJ00;3.9
2228;307610;A044108;2014JJ00;4.3
2229;307610;A044108;2015JJ00;3.8
2230;307610;A044108;2016JJ00;3.4
2231;307610;A044108;2017JJ00;3.8
2232;307610;A044108;2018JJ00;4.2
2233;307610;A044108;2019JJ00;3.9
2234;307610;A044108;2020JJ00;2.9
2235;307610;A044108;2021JJ00;2.9
2236;307610;A044108;2022JJ00;2.1
2237;307610;A044108;2023JJ00;2.3
2238;307610;A044108;2024JJ00;2.3
2239;307610;A044108;2025JJ00;2.2
2240;312505;A044109;1990JJ00;300.0
2241;312505;A044109;1995JJ00;400.0
2242;312505;A044109;2000JJ00;400.0
2243;312505;A044109;2001JJ00;300.0
2244;312505;A044109;2002JJ00;300.0
2245;312505;A044109;2003JJ00;300.0
2246;312505;A044109;2004JJ00;200.0
2247;312505;A044109;2005JJ00;200.0
2248;312505;A044109;2006JJ00;200.0
2249;312505;A044109;2007JJ00;200.0
2250;312505;A044109;2008JJ00;200.0
2251;312505;A044109;2009JJ00;200.0
2252;312505;A044109;2010JJ00;200.0
2253;312505;A044109;2011JJ00;200.0
2254;312505;A044109;2012JJ00;200.0
2255;312505;A044109;2013JJ00;200.0
2256;312505;A044109;2014JJ00;100.0
2257;312505;A044109;2015JJ00;200.0
2258;312505;A044109;2016JJ00;200.0
2259;312505;A044109;2017JJ00;100.0
2260;312505;A044109;2018JJ00;100.0
2261;312505;A044109;2019JJ00;200.0
2262;312505;A044109;2020JJ00;100.0
2263;312505;A044109;2021JJ00;100.0
2264;312505;A044109;2022JJ00;100.0
2265;312505;A044109;2023JJ00;100.0
2266;312505;A044109;2024JJ00;100.0
2267;312505;A044109;2025JJ00;100.0
2352;312505;A044112;1990JJ00;0.6
2353;312505;A044112;1995JJ00;0.4
2354;312505;A044112;2000JJ00;0.2
2355;312505;A044112;2001JJ00;0.2
2356;312505;A044112;2002JJ00;0.2
2357;312505;A044112;2003JJ00;0.2
2358;312505;A044112;2004JJ00;0.2
2359;312505;A044112;2005JJ00;0.1
2360;312505;A044112;2006JJ00;0.1
2361;312505;A044112;2007JJ00;0.1
2362;312505;A044112;2008JJ00;0.1
2363;312505;A044112;2009JJ00;0.1
2364;312505;A044112;2010JJ00;0.1
2365;312505;A044112;2011JJ00;0.1
2366;312505;A044112;2012JJ00;0.1
2367;312505;A044112;2013JJ00;0.1
2368;312505;A044112;2014JJ00;0.1
2369;312505;A044112;2015JJ00;0.1
2370;312505;A044112;2016JJ00;0.1
2371;312505;A044112;2017JJ00;0.1
2372;312505;A044112;2018JJ00;0.1
2373;312505;A044112;2019JJ00;0.1
2374;312505;A044112;2020JJ00;0.1
2375;312505;A044112;2021JJ00;0.1
2376;312505;A044112;2022JJ00;0.1
2377;312505;A044112;2023JJ00;0.1
2378;312505;A044112;2024JJ00;0.1
2379;312505;A044112;2025JJ00;0.1
2380;312505;A044114;1990JJ00;0.8
2381;312505;A044114;1995JJ00;0.0
2382;312505;A044114;2000JJ00;0.0
2383;312505;A044114;2001JJ00;0.0
2384;312505;A044114;2002JJ00;0.0
2385;312505;A044114;2003JJ00;0.0
2386;312505;A044114;2004JJ00;0.0
2387;312505;A044114;2005JJ00;0.0
2388;312505;A044114;2006JJ00;0.0
2389;312505;A044114;2007JJ00;0.0
2390;312505;A044114;2008JJ00;0.0
2391;312505;A044114;2009JJ00;0.0
2392;312505;A044114;2010JJ00;0.0
2393;312505;A044114;2011JJ00;0.0
2394;312505;A044114;2012JJ00;0.0
2395;312505;A044114;2013JJ00;0.0
2396;312505;A044114;2014JJ00;0.0
2397;312505;A044114;2015JJ00;0.0
2398;312505;A044114;2016JJ00;0.0
2399;312505;A044114;2017JJ00;0.0
2400;312505;A044114;2018JJ00;0.0
2401;312505;A044114;2019JJ00;0.0
2402;312505;A044114;2020JJ00;0.0
2403;312505;A044114;2021JJ00;0.0
2404;312505;A044114;2022JJ00;0.0
2405;312505;A044114;2023JJ00;0.0
2406;312505;A044114;2024JJ00;0.0
2407;312505;A044114;2025JJ00;0.0
2436;312505;A044113;1990JJ00;0.3
2437;312505;A044113;1995JJ00;0.1
2438;312505;A044113;2000JJ00;0.1
2439;312505;A044113;2001JJ00;0.1
2440;312505;A044113;2002JJ00;0.1
2441;312505;A044113;2003JJ00;0.1
2442;312505;A044113;2004JJ00;0.1
2443;312505;A044113;2005JJ00;0.1
2444;312505;A044113;2006JJ00;0.1
2445;312505;A044113;2007JJ00;0.1
2446;312505;A044113;2008JJ00;0.1
2447;312505;A044113;2009JJ00;0.1
2448;312505;A044113;2010JJ00;0.1
2449;312505;A044113;2011JJ00;0.1
2450;312505;A044113;2012JJ00;0.1
2451;312505;A044113;2013JJ00;0.1
2452;312505;A044113;2014JJ00;0.1
2453;312505;A044113;2015JJ00;0.1
2454;312505;A044113;2016JJ00;0.1
2455;312505;A044113;2017JJ00;0.1
2456;312505;A044113;2018JJ00;0.1
2457;312505;A044113;2019JJ00;0.1
2458;312505;A044113;2020JJ00;0.1
2459;312505;A044113;2021JJ00;0.1
2460;312505;A044113;2022JJ00;0.1
2461;312505;A044113;2023JJ00;0.1
2462;312505;A044113;2024JJ00;0.1
2463;312505;A044113;2025JJ00;0.1
2464;312505;A051771;1990JJ00;0.1
2465;312505;A051771;1995JJ00;0.0
2466;312505;A051771;2000JJ00;0.0
2467;312505;A051771;2001JJ00;0.0
2468;312505;A051771;2002JJ00;0.0
2469;312505;A051771;2003JJ00;0.0
2470;312505;A051771;2004JJ00;0.0
2471;312505;A051771;2005JJ00;0.0
2472;312505;A051771;2006JJ00;0.0
2473;312505;A051771;2007JJ00;0.0
2474;312505;A051771;2008JJ00;0.0
2475;312505;A051771;2009JJ00;0.0
2476;312505;A051771;2010JJ00;0.0
2477;312505;A051771;2011JJ00;0.0
2478;312505;A051771;2012JJ00;0.0
2479;312505;A051771;2013JJ00;0.0
2480;312505;A051771;2014JJ00;0.0
2481;312505;A051771;2015JJ00;0.0
2482;312505;A051771;2016JJ00;0.0
2483;312505;A051771;2017JJ00;0.0
2484;312505;A051771;2018JJ00;0.0
2485;312505;A051771;2019JJ00;0.0
2486;312505;A051771;2020JJ00;0.0
2487;312505;A051771;2021JJ00;0.0
2488;312505;A051771;2022JJ00;0.0
2489;312505;A051771;2023JJ00;0.0
2490;312505;A051771;2024JJ00;0.0
2491;312505;A051771;2025JJ00;0.0
2492;312505;A044108;1990JJ00;0.2
2493;312505;A044108;1995JJ00;0.3
2494;312505;A044108;2000JJ00;0.3
2495;312505;A044108;2001JJ00;0.2
2496;312505;A044108;2002JJ00;0.2
2497;312505;A044108;2003JJ00;0.2
2498;312505;A044108;2004JJ00;0.2
2499;312505;A044108;2005JJ00;0.2
2500;312505;A044108;2006JJ00;0.1
2501;312505;A044108;2007JJ00;0.1
2502;312505;A044108;2008JJ00;0.1
2503;312505;A044108;2009JJ00;0.1
2504;312505;A044108;2010JJ00;0.1
2505;312505;A044108;2011JJ00;0.1
2506;312505;A044108;2012JJ00;0.1
2507;312505;A044108;2013JJ00;0.1
2508;312505;A044108;2014JJ00;0.1
2509;312505;A044108;2015JJ00;0.1
2510;312505;A044108;2016JJ00;0.1
2511;312505;A044108;2017JJ00;0.1
2512;312505;A044108;2018JJ00;0.1
2513;312505;A044108;2019JJ00;0.1
2514;312505;A044108;2020JJ00;0.1
2515;312505;A044108;2021JJ00;0.1
2516;312505;A044108;2022JJ00;0.1
2517;312505;A044108;2023JJ00;0.1
2518;312505;A044108;2024JJ00;0.1
2519;312505;A044108;2025JJ00;0.1
2520;315800;A044109;1990JJ00;100.0
2521;315800;A044109;1995JJ00;0.0
2522;315800;A044109;2000JJ00;100.0
2523;315800;A044109;2001JJ00;0.0
2524;315800;A044109;2002JJ00;0.0
2525;315800;A044109;2003JJ00;0.0
2526;315800;A044109;2004JJ00;0.0
2527;315800;A044109;2005JJ00;0.0
2528;315800;A044109;2006JJ00;0.0
2529;315800;A044109;2007JJ00;0.0
2530;315800;A044109;2008JJ00;0.0
2531;315800;A044109;2009JJ00;100.0
2532;315800;A044109;2010JJ00;0.0
2533;315800;A044109;2011JJ00;100.0
2534;315800;A044109;2012JJ00;100.0
2535;315800;A044109;2013JJ00;0.0
2536;315800;A044109;2014JJ00;100.0
2537;315800;A044109;2015JJ00;100.0
2538;315800;A044109;2016JJ00;100.0
2539;315800;A044109;2017JJ00;100.0
2540;315800;A044109;2018JJ00;100.0
2541;315800;A044109;2019JJ00;100.0
2542;315800;A044109;2020JJ00;0.0
2543;315800;A044109;2021JJ00;100.0
2544;315800;A044109;2022JJ00;0.0
2545;315800;A044109;2023JJ00;0.0
2546;315800;A044109;2024JJ00;0.0
2547;315800;A044109;2025JJ00;0.0
2632;315800;A044112;1990JJ00;0.1
2633;315800;A044112;1995JJ00;0.1
2634;315800;A044112;2000JJ00;0.1
2635;315800;A044112;2001JJ00;0.1
2636;315800;A044112;2002JJ00;0.0
2637;315800;A044112;2003JJ00;0.0
2638;315800;A044112;2004JJ00;0.1
2639;315800;A044112;2005JJ00;0.1
2640;315800;A044112;2006JJ00;0.1
2641;315800;A044112;2007JJ00;0.1
2642;315800;A044112;2008JJ00;0.1
2643;315800;A044112;2009JJ00;0.1
2644;315800;A044112;2010JJ00;0.1
2645;315800;A044112;2011JJ00;0.1
2646;315800;A044112;2012JJ00;0.1
2647;315800;A044112;2013JJ00;0.1
2648;315800;A044112;2014JJ00;0.1
2649;315800;A044112;2015JJ00;0.2
2650;315800;A044112;2016JJ00;0.2
2651;315800;A044112;2017JJ00;0.1
2652;315800;A044112;2018JJ00;0.2
2653;315800;A044112;2019JJ00;0.2
2654;315800;A044112;2020JJ00;0.2
2655;315800;A044112;2021JJ00;0.2
2656;315800;A044112;2022JJ00;0.2
2657;315800;A044112;2023JJ00;0.1
2658;315800;A044112;2024JJ00;0.2
2659;315800;A044112;2025JJ00;0.2
2660;315800;A044114;1990JJ00;0.0
2661;315800;A044114;1995JJ00;0.0
2662;315800;A044114;2000JJ00;0.0
2663;315800;A044114;2001JJ00;0.0
2664;315800;A044114;2002JJ00;0.0
2665;315800;A044114;2003JJ00;0.0
2666;315800;A044114;2004JJ00;0.0
2667;315800;A044114;2005JJ00;0.0
2668;315800;A044114;2006JJ00;0.0
2669;315800;A044114;2007JJ00;0.0
2670;315800;A044114;2008JJ00;0.0
2671;315800;A044114;2009JJ00;0.0
2672;315800;A044114;2010JJ00;0.0
2673;315800;A044114;2011JJ00;0.0
2674;315800;A044114;2012JJ00;0.0
2675;315800;A044114;2013JJ00;0.0
2676;315800;A044114;2014JJ00;0.0
2677;315800;A044114;2015JJ00;0.0
2678;315800;A044114;2016JJ00;0.0
2679;315800;A044114;2017JJ00;0.0
2680;315800;A044114;2018JJ00;0.0
2681;315800;A044114;2019JJ00;0.0
2682;315800;A044114;2020JJ00;0.0
2683;315800;A044114;2021JJ00;0.0
2684;315800;A044114;2022JJ00;0.0
2685;315800;A044114;2023JJ00;0.0
2686;315800;A044114;2024JJ00;0.0
2687;315800;A044114;2025JJ00;0.0
2716;315800;A044113;1990JJ00;0.5
2717;315800;A044113;1995JJ00;0.4
2718;315800;A044113;2000JJ00;0.4
2719;315800;A044113;2001JJ00;0.4
2720;315800;A044113;2002JJ00;0.4
2721;315800;A044113;2003JJ00;0.3
2722;315800;A044113;2004JJ00;0.3
2723;315800;A044113;2005JJ00;0.3
2724;315800;A044113;2006JJ00;0.3
2725;315800;A044113;2007JJ00;0.3
2726;315800;A044113;2008JJ00;0.2
2727;315800;A044113;2009JJ00;0.2
2728;315800;A044113;2010JJ00;0.2
2729;315800;A044113;2011JJ00;0.2
2730;315800;A044113;2012JJ00;0.2
2731;315800;A044113;2013JJ00;0.2
2732;315800;A044113;2014JJ00;0.2
2733;315800;A044113;2015JJ00;0.2
2734;315800;A044113;2016JJ00;0.2
2735;315800;A044113;2017JJ00;0.2
2736;315800;A044113;2018JJ00;0.2
2737;315800;A044113;2019JJ00;0.2
2738;315800;A044113;2020JJ00;0.2
2739;315800;A044113;2021JJ00;0.2
2740;315800;A044113;2022JJ00;0.2
2741;315800;A044113;2023JJ00;0.2
2742;315800;A044113;2024JJ00;0.2
2743;315800;A044113;2025JJ00;0.2
2744;315800;A051771;1990JJ00;0.2
2745;315800;A051771;1995JJ00;0.1
2746;315800;A051771;2000JJ00;0.1
2747;315800;A051771;2001JJ00;0.1
2748;315800;A051771;2002JJ00;0.1
2749;315800;A051771;2003JJ00;0.1
2750;315800;A051771;2004JJ00;0.1
2751;315800;A051771;2005JJ00;0.1
2752;315800;A051771;2006JJ00;0.1
2753;315800;A051771;2007JJ00;0.1
2754;315800;A051771;2008JJ00;0.1
2755;315800;A051771;2009JJ00;0.1
2756;315800;A051771;2010JJ00;0.1
2757;315800;A051771;2011JJ00;0.1
2758;315800;A051771;2012JJ00;0.1
2759;315800;A051771;2013JJ00;0.1
2760;315800;A051771;2014JJ00;0.1
2761;315800;A051771;2015JJ00;0.1
2762;315800;A051771;2016JJ00;0.1
2763;315800;A051771;2017JJ00;0.1
2764;315800;A051771;2018JJ00;0.1
2765;315800;A051771;2019JJ00;0.1
2766;315800;A051771;2020JJ00;0.1
2767;315800;A051771;2021JJ00;0.1
2768;315800;A051771;2022JJ00;0.1
2769;315800;A051771;2023JJ00;0.1
2770;315800;A051771;2024JJ00;0.1
2771;315800;A051771;2025JJ00;0.1
2772;315800;A044108;1990JJ00;0.0
2773;315800;A044108;1995JJ00;0.1
2774;315800;A044108;2000JJ00;0.2
2775;315800;A044108;2001JJ00;0.1
2776;315800;A044108;2002JJ00;0.0
2777;315800;A044108;2003JJ00;0.0
2778;315800;A044108;2004JJ00;0.8
2779;315800;A044108;2005JJ00;0.8
2780;315800;A044108;2006JJ00;0.8
2781;315800;A044108;2007JJ00;0.8
2782;315800;A044108;2008JJ00;0.8
2783;315800;A044108;2009JJ00;0.7
2784;315800;A044108;2010JJ00;0.7
2785;315800;A044108;2011JJ00;0.8
2786;315800;A044108;2012JJ00;0.8
2787;315800;A044108;2013JJ00;0.8
2788;315800;A044108;2014JJ00;0.9
2789;315800;A044108;2015JJ00;1.2
2790;315800;A044108;2016JJ00;1.3
2791;315800;A044108;2017JJ00;1.0
2792;315800;A044108;2018JJ00;1.3
2793;315800;A044108;2019JJ00;1.3
2794;315800;A044108;2020JJ00;1.4
2795;315800;A044108;2021JJ00;1.4
2796;315800;A044108;2022JJ00;1.2
2797;315800;A044108;2023JJ00;0.9
2798;315800;A044108;2024JJ00;1.2
2799;315800;A044108;2025JJ00;1.0
2800;317100;A044109;1990JJ00;1700.0
2801;317100;A044109;1995JJ00;1200.0
2802;317100;A044109;2000JJ00;1400.0
2803;317100;A044109;2001JJ00;1300.0
2804;317100;A044109;2002JJ00;1300.0
2805;317100;A044109;2003JJ00;1300.0
2806;317100;A044109;2004JJ00;1300.0
2807;317100;A044109;2005JJ00;1500.0
2808;317100;A044109;2006JJ00;1500.0
2809;317100;A044109;2007JJ00;1200.0
2810;317100;A044109;2008JJ00;1000.0
2811;317100;A044109;2009JJ00;1000.0
2812;317100;A044109;2010JJ00;1100.0
2813;317100;A044109;2011JJ00;1000.0
2814;317100;A044109;2012JJ00;1000.0
2815;317100;A044109;2013JJ00;1000.0
2816;317100;A044109;2014JJ00;1000.0
2817;317100;A044109;2015JJ00;1000.0
2818;317100;A044109;2016JJ00;1000.0
2819;317100;A044109;2017JJ00;1000.0
2820;317100;A044109;2018JJ00;1000.0
2821;317100;A044109;2019JJ00;1000.0
2822;317100;A044109;2020JJ00;900.0
2823;317100;A044109;2021JJ00;1000.0
2824;317100;A044109;2022JJ00;900.0
2825;317100;A044109;2023JJ00;700.0
2826;317100;A044109;2024JJ00;700.0
2827;317100;A044109;2025JJ00;700.0
2912;317100;A044112;1990JJ00;2.9
2913;317100;A044112;1995JJ00;2.4
2914;317100;A044112;2000JJ00;2.0
2915;317100;A044112;2001JJ00;1.8
2916;317100;A044112;2002JJ00;1.9
2917;317100;A044112;2003JJ00;2.0
2918;317100;A044112;2004JJ00;1.8
2919;317100;A044112;2005JJ00;1.7
2920;317100;A044112;2006JJ00;1.6
2921;317100;A044112;2007JJ00;1.5
2922;317100;A044112;2008JJ00;1.4
2923;317100;A044112;2009JJ00;1.2
2924;317100;A044112;2010JJ00;1.3
2925;317100;A044112;2011JJ00;1.2
2926;317100;A044112;2012JJ00;1.2
2927;317100;A044112;2013JJ00;1.2
2928;317100;A044112;2014JJ00;1.1
2929;317100;A044112;2015JJ00;1.0
2930;317100;A044112;2016JJ00;1.0
2931;317100;A044112;2017JJ00;0.9
2932;317100;A044112;2018JJ00;1.0
2933;317100;A044112;2019JJ00;0.9
2934;317100;A044112;2020JJ00;0.9
2935;317100;A044112;2021JJ00;0.8
2936;317100;A044112;2022JJ00;0.8
2937;317100;A044112;2023JJ00;0.5
2938;317100;A044112;2024JJ00;0.5
2939;317100;A044112;2025JJ00;0.4
2940;317100;A044114;1990JJ00;0.2
2941;317100;A044114;1995JJ00;0.1
2942;317100;A044114;2000JJ00;0.1
2943;317100;A044114;2001JJ00;0.0
2944;317100;A044114;2002JJ00;0.1
2945;317100;A044114;2003JJ00;0.1
2946;317100;A044114;2004JJ00;0.1
2947;317100;A044114;2005JJ00;0.0
2948;317100;A044114;2006JJ00;0.0
2949;317100;A044114;2007JJ00;0.0
2950;317100;A044114;2008JJ00;0.0
2951;317100;A044114;2009JJ00;0.0
2952;317100;A044114;2010JJ00;0.0
2953;317100;A044114;2011JJ00;0.0
2954;317100;A044114;2012JJ00;0.0
2955;317100;A044114;2013JJ00;0.0
2956;317100;A044114;2014JJ00;0.0
2957;317100;A044114;2015JJ00;0.0
2958;317100;A044114;2016JJ00;0.0
2959;317100;A044114;2017JJ00;0.0
2960;317100;A044114;2018JJ00;0.0
2961;317100;A044114;2019JJ00;0.0
2962;317100;A044114;2020JJ00;0.0
2963;317100;A044114;2021JJ00;0.0
2964;317100;A044114;2022JJ00;0.0
2965;317100;A044114;2023JJ00;0.0
2966;317100;A044114;2024JJ00;0.0
2967;317100;A044114;2025JJ00;0.0
2996;317100;A044113;1990JJ00;0.4
2997;317100;A044113;1995JJ00;0.4
2998;317100;A044113;2000JJ00;0.4
2999;317100;A044113;2001JJ00;0.4
3000;317100;A044113;2002JJ00;0.4
3001;317100;A044113;2003JJ00;0.4
3002;317100;A044113;2004JJ00;0.4
3003;317100;A044113;2005JJ00;0.3
3004;317100;A044113;2006JJ00;0.3
3005;317100;A044113;2007JJ00;0.3
3006;317100;A044113;2008JJ00;0.3
3007;317100;A044113;2009JJ00;0.3
3008;317100;A044113;2010JJ00;0.3
3009;317100;A044113;2011JJ00;0.3
3010;317100;A044113;2012JJ00;0.3
3011;317100;A044113;2013JJ00;0.3
3012;317100;A044113;2014JJ00;0.3
3013;317100;A044113;2015JJ00;0.3
3014;317100;A044113;2016JJ00;0.3
3015;317100;A044113;2017JJ00;0.3
3016;317100;A044113;2018JJ00;0.4
3017;317100;A044113;2019JJ00;0.4
3018;317100;A044113;2020JJ00;0.4
3019;317100;A044113;2021JJ00;0.4
3020;317100;A044113;2022JJ00;0.4
3021;317100;A044113;2023JJ00;0.3
3022;317100;A044113;2024JJ00;0.4
3023;317100;A044113;2025JJ00;0.4
3024;317100;A051771;1990JJ00;0.2
3025;317100;A051771;1995JJ00;0.1
3026;317100;A051771;2000JJ00;0.1
3027;317100;A051771;2001JJ00;0.1
3028;317100;A051771;2002JJ00;0.1
3029;317100;A051771;2003JJ00;0.1
3030;317100;A051771;2004JJ00;0.1
3031;317100;A051771;2005JJ00;0.1
3032;317100;A051771;2006JJ00;0.1
3033;317100;A051771;2007JJ00;0.1
3034;317100;A051771;2008JJ00;0.1
3035;317100;A051771;2009JJ00;0.1
3036;317100;A051771;2010JJ00;0.1
3037;317100;A051771;2011JJ00;0.1
3038;317100;A051771;2012JJ00;0.1
3039;317100;A051771;2013JJ00;0.1
3040;317100;A051771;2014JJ00;0.1
3041;317100;A051771;2015JJ00;0.1
3042;317100;A051771;2016JJ00;0.1
3043;317100;A051771;2017JJ00;0.1
3044;317100;A051771;2018JJ00;0.1
3045;317100;A051771;2019JJ00;0.1
3046;317100;A051771;2020JJ00;0.1
3047;317100;A051771;2021JJ00;0.1
3048;317100;A051771;2022JJ00;0.1
3049;317100;A051771;2023JJ00;0.1
3050;317100;A051771;2024JJ00;0.1
3051;317100;A051771;2025JJ00;0.1
3052;317100;A044108;1990JJ00;1.0
3053;317100;A044108;1995JJ00;1.5
3054;317100;A044108;2000JJ00;1.4
3055;317100;A044108;2001JJ00;1.4
3056;317100;A044108;2002JJ00;2.2
3057;317100;A044108;2003JJ00;2.2
3058;317100;A044108;2004JJ00;2.2
3059;317100;A044108;2005JJ00;2.3
3060;317100;A044108;2006JJ00;1.7
3061;317100;A044108;2007JJ00;1.7
3062;317100;A044108;2008JJ00;1.5
3063;317100;A044108;2009JJ00;1.6
3064;317100;A044108;2010JJ00;1.6
3065;317100;A044108;2011JJ00;1.5
3066;317100;A044108;2012JJ00;1.5
3067;317100;A044108;2013JJ00;1.4
3068;317100;A044108;2014JJ00;1.3
3069;317100;A044108;2015JJ00;1.3
3070;317100;A044108;2016JJ00;1.2
3071;317100;A044108;2017JJ00;0.9
3072;317100;A044108;2018JJ00;0.9
3073;317100;A044108;2019JJ00;1.1
3074;317100;A044108;2020JJ00;1.1
3075;317100;A044108;2021JJ00;1.1
3076;317100;A044108;2022JJ00;0.8
3077;317100;A044108;2023JJ00;0.5
3078;317100;A044108;2024JJ00;0.5
3079;317100;A044108;2025JJ00;0.5
3080;318600;A044109;1990JJ00;0.0
3081;318600;A044109;1995JJ00;200.0
3082;318600;A044109;2000JJ00;200.0
3083;318600;A044109;2001JJ00;200.0
3084;318600;A044109;2002JJ00;200.0
3085;318600;A044109;2003JJ00;200.0
3086;318600;A044109;2004JJ00;200.0
3087;318600;A044109;2005JJ00;200.0
3088;318600;A044109;2006JJ00;100.0
3089;318600;A044109;2007JJ00;200.0
3090;318600;A044109;2008JJ00;200.0
3091;318600;A044109;2009JJ00;100.0
3092;318600;A044109;2010JJ00;100.0
3093;318600;A044109;2011JJ00;100.0
3094;318600;A044109;2012JJ00;100.0
3095;318600;A044109;2013JJ00;100.0
3096;318600;A044109;2014JJ00;100.0
3097;318600;A044109;2015JJ00;100.0
3098;318600;A044109;2016JJ00;100.0
3099;318600;A044109;2017JJ00;100.0
3100;318600;A044109;2018JJ00;0.0
3101;318600;A044109;2019JJ00;0.0
3102;318600;A044109;2020JJ00;0.0
3103;318600;A044109;2021JJ00;0.0
3104;318600;A044109;2022JJ00;0.0
3105;318600;A044109;2023JJ00;0.0
3106;318600;A044109;2024JJ00;0.0
3107;318600;A044109;2025JJ00;0.0
3192;318600;A044112;1990JJ00;0.0
3193;318600;A044112;1995JJ00;0.1
3194;318600;A044112;2000JJ00;0.1
3195;318600;A044112;2001JJ00;0.1
3196;318600;A044112;2002JJ00;0.2
3197;318600;A044112;2003JJ00;0.1
3198;318600;A044112;2004JJ00;0.1
3199;318600;A044112;2005JJ00;0.1
3200;318600;A044112;2006JJ00;0.1
3201;318600;A044112;2007JJ00;0.1
3202;318600;A044112;2008JJ00;0.1
3203;318600;A044112;2009JJ00;0.1
3204;318600;A044112;2010JJ00;0.1
3205;318600;A044112;2011JJ00;0.1
3206;318600;A044112;2012JJ00;0.1
3207;318600;A044112;2013JJ00;0.0
3208;318600;A044112;2014JJ00;0.0
3209;318600;A044112;2015JJ00;0.0
3210;318600;A044112;2016JJ00;0.0
3211;318600;A044112;2017JJ00;0.0
3212;318600;A044112;2018JJ00;0.0
3213;318600;A044112;2019JJ00;0.0
3214;318600;A044112;2020JJ00;0.0
3215;318600;A044112;2021JJ00;0.0
3216;318600;A044112;2022JJ00;0.0
3217;318600;A044112;2023JJ00;0.0
3218;318600;A044112;2024JJ00;0.0
3219;318600;A044112;2025JJ00;0.0
3220;318600;A044114;1990JJ00;0.0
3221;318600;A044114;1995JJ00;0.0
3222;318600;A044114;2000JJ00;0.0
3223;318600;A044114;2001JJ00;0.0
3224;318600;A044114;2002JJ00;0.0
3225;318600;A044114;2003JJ00;0.0
3226;318600;A044114;2004JJ00;0.0
3227;318600;A044114;2005JJ00;0.0
3228;318600;A044114;2006JJ00;0.0
3229;318600;A044114;2007JJ00;0.0
3230;318600;A044114;2008JJ00;0.0
3231;318600;A044114;2009JJ00;0.0
3232;318600;A044114;2010JJ00;0.0
3233;318600;A044114;2011JJ00;0.0
3234;318600;A044114;2012JJ00;0.0
3235;318600;A044114;2013JJ00;0.0
3236;318600;A044114;2014JJ00;0.0
3237;318600;A044114;2015JJ00;0.0
3238;318600;A044114;2016JJ00;0.0
3239;318600;A044114;2017JJ00;0.0
3240;318600;A044114;2018JJ00;0.0
3241;318600;A044114;2019JJ00;0.0
3242;318600;A044114;2020JJ00;0.0
3243;318600;A044114;2021JJ00;0.0
3244;318600;A044114;2022JJ00;0.0
3245;318600;A044114;2023JJ00;0.0
3246;318600;A044114;2024JJ00;0.0
3247;318600;A044114;2025JJ00;0.0
3276;318600;A044113;1990JJ00;0.0
3277;318600;A044113;1995JJ00;0.0
3278;318600;A044113;2000JJ00;0.0
3279;318600;A044113;2001JJ00;0.0
3280;318600;A044113;2002JJ00;0.0
3281;318600;A044113;2003JJ00;0.0
3282;318600;A044113;2004JJ00;0.0
3283;318600;A044113;2005JJ00;0.0
3284;318600;A044113;2006JJ00;0.0
3285;318600;A044113;2007JJ00;0.0
3286;318600;A044113;2008JJ00;0.0
3287;318600;A044113;2009JJ00;0.0
3288;318600;A044113;2010JJ00;0.0
3289;318600;A044113;2011JJ00;0.0
3290;318600;A044113;2012JJ00;0.0
3291;318600;A044113;2013JJ00;0.0
3292;318600;A044113;2014JJ00;0.0
3293;318600;A044113;2015JJ00;0.0
3294;318600;A044113;2016JJ00;0.0
3295;318600;A044113;2017JJ00;0.0
3296;318600;A044113;2018JJ00;0.0
3297;318600;A044113;2019JJ00;0.0
3298;318600;A044113;2020JJ00;0.0
3299;318600;A044113;2021JJ00;0.0
3300;318600;A044113;2022JJ00;0.0
3301;318600;A044113;2023JJ00;0.0
3302;318600;A044113;2024JJ00;0.0
3303;318600;A044113;2025JJ00;0.0
3304;318600;A051771;1990JJ00;0.0
3305;318600;A051771;1995JJ00;0.0
3306;318600;A051771;2000JJ00;0.0
3307;318600;A051771;2001JJ00;0.0
3308;318600;A051771;2002JJ00;0.0
3309;318600;A051771;2003JJ00;0.0
3310;318600;A051771;2004JJ00;0.0
3311;318600;A051771;2005JJ00;0.0
3312;318600;A051771;2006JJ00;0.0
3313;318600;A051771;2007JJ00;0.0
3314;318600;A051771;2008JJ00;0.0
3315;318600;A051771;2009JJ00;0.0
3316;318600;A051771;2010JJ00;0.0
3317;318600;A051771;2011JJ00;0.0
3318;318600;A051771;2012JJ00;0.0
3319;318600;A051771;2013JJ00;0.0
3320;318600;A051771;2014JJ00;0.0
3321;318600;A051771;2015JJ00;0.0
3322;318600;A051771;2016JJ00;0.0
3323;318600;A051771;2017JJ00;0.0
3324;318600;A051771;2018JJ00;0.0
3325;318600;A051771;2019JJ00;0.0
3326;318600;A051771;2020JJ00;0.0
3327;318600;A051771;2021JJ00;0.0
